nom_commune,code_postal,ville_cp
AVERAN,65380,AVERAN (65380)
AVEUX,65370,AVEUX (65370)
AVEZAC PRAT LAHITTE,65130,AVEZAC PRAT LAHITTE (65130)
AYROS ARBOUIX,65400,AYROS ARBOUIX (65400)
AYZAC OST,65400,AYZAC OST (65400)
AZEREIX,65380,AZEREIX (65380)
AZET,65170,AZET (65170)
BAGNERES DE BIGORRE,65200,BAGNERES DE BIGORRE (65200)
BAGNERES DE BIGORRE,65710,BAGNERES DE BIGORRE (65710)
BANIOS,65200,BANIOS (65200)
BARBACHEN,65140,BARBACHEN (65140)
BARBAZAN DEBAT,65690,BARBAZAN DEBAT (65690)
BARBAZAN DESSUS,65360,BARBAZAN DESSUS (65360)
BAREILLES,65240,BAREILLES (65240)
BARLEST,65100,BARLEST (65100)
BARRANCOUEU,65240,BARRANCOUEU (65240)
BARRY,65380,BARRY (65380)
BARTHE,65230,BARTHE (65230)
LA BARTHE DE NESTE,65250,LA BARTHE DE NESTE (65250)
BARTRES,65100,BARTRES (65100)
BATSERE,65130,BATSERE (65130)
BAZET,65460,BAZET (65460)
BAZILLAC,65140,BAZILLAC (65140)
BAZORDAN,65670,BAZORDAN (65670)
BAZUS AURE,65170,BAZUS AURE (65170)
BAZUS NESTE,65250,BAZUS NESTE (65250)
BEAUCENS,65400,BEAUCENS (65400)
BEAUDEAN,65710,BEAUDEAN (65710)
BEGOLE,65190,BEGOLE (65190)
BENAC,65380,BENAC (65380)
BENQUE MOLERE,65130,BENQUE MOLERE (65130)
BERBERUST LIAS,65100,BERBERUST LIAS (65100)
BERNAC DEBAT,65360,BERNAC DEBAT (65360)
BERNAC DESSUS,65360,BERNAC DESSUS (65360)
BERNADETS DEBAT,65220,BERNADETS DEBAT (65220)
BERNADETS DESSUS,65190,BERNADETS DESSUS (65190)
BERTREN,65370,BERTREN (65370)
BETBEZE,65230,BETBEZE (65230)
BETPOUEY,65120,BETPOUEY (65120)
BETPOUY,65230,BETPOUY (65230)
BETTES,65130,BETTES (65130)
BEYREDE JUMET CAMOUS,65410,BEYREDE JUMET CAMOUS (65410)
BIZE,65150,BIZE (65150)
BIZOUS,65150,BIZOUS (65150)
BONNEFONT,65220,BONNEFONT (65220)
BONNEMAZON,65130,BONNEMAZON (65130)
BONREPOS,65330,BONREPOS (65330)
BOO SILHEN,65400,BOO SILHEN (65400)
BORDERES LOURON,65590,BORDERES LOURON (65590)
BORDERES SUR L ECHEZ,65320,BORDERES SUR L ECHEZ (65320)
BORDES,65190,BORDES (65190)
BOUILH DEVANT,65140,BOUILH DEVANT (65140)
BOUILH PEREUILH,65350,BOUILH PEREUILH (65350)
BOULIN,65350,BOULIN (65350)
BOURG DE BIGORRE,65130,BOURG DE BIGORRE (65130)
BOURISP,65170,BOURISP (65170)
BOURREAC,65100,BOURREAC (65100)
BOURS,65460,BOURS (65460)
BRAMEVAQUE,65370,BRAMEVAQUE (65370)
BUGARD,65220,BUGARD (65220)
BULAN,65130,BULAN (65130)
BUN,65400,BUN (65400)
BURG,65190,BURG (65190)
BUZON,65140,BUZON (65140)
CABANAC,65350,CABANAC (65350)
CADEAC,65240,CADEAC (65240)
CADEILHAN TRACHERE,65170,CADEILHAN TRACHERE (65170)
CAHARET,65190,CAHARET (65190)
CAIXON,65500,CAIXON (65500)
CALAVANTE,65190,CALAVANTE (65190)
CAMALES,65500,CAMALES (65500)
CAMPAN,65710,CAMPAN (65710)
CAMPARAN,65170,CAMPARAN (65170)
CAMPISTROUS,65300,CAMPISTROUS (65300)
CAMPUZAN,65230,CAMPUZAN (65230)
CAPVERN,65130,CAPVERN (65130)
CASTELBAJAC,65330,CASTELBAJAC (65330)
CASTELNAU MAGNOAC,65230,CASTELNAU MAGNOAC (65230)
CASTELNAU RIVIERE BASSE,65700,CASTELNAU RIVIERE BASSE (65700)
CASTELVIEILH,65350,CASTELVIEILH (65350)
CASTERA LANUSSE,65190,CASTERA LANUSSE (65190)
CASTERA LOU,65350,CASTERA LOU (65350)
CASTERETS,65230,CASTERETS (65230)
CASTILLON,65130,CASTILLON (65130)
CAUBOUS,65230,CAUBOUS (65230)
CAUSSADE RIVIERE,65700,CAUSSADE RIVIERE (65700)
CAUTERETS,65110,CAUTERETS (65110)
CAZARILH,65370,CAZARILH (65370)
CAZAUX DEBAT,65590,CAZAUX DEBAT (65590)
CAZAUX FRECHET ANERAN CAMORS,65240,CAZAUX FRECHET ANERAN CAMORS (65240)
CHELLE DEBAT,65350,CHELLE DEBAT (65350)
CHELLE SPOU,65130,CHELLE SPOU (65130)
CHEUST,65100,CHEUST (65100)
CHEZE,65120,CHEZE (65120)
CHIS,65800,CHIS (65800)
CIEUTAT,65200,CIEUTAT (65200)
CIZOS,65230,CIZOS (65230)
CLARAC,65190,CLARAC (65190)
CLARENS,65300,CLARENS (65300)
COLLONGUES,65350,COLLONGUES (65350)
COUSSAN,65350,COUSSAN (65350)
CRECHETS,65370,CRECHETS (65370)
DEVEZE,65230,DEVEZE (65230)
DOURS,65350,DOURS (65350)
ENS,65170,ENS (65170)
ESBAREICH,65370,ESBAREICH (65370)
ESCALA,65250,ESCALA (65250)
ESCAUNETS,65500,ESCAUNETS (65500)
ESCONDEAUX,65140,ESCONDEAUX (65140)
ESCONNETS,65130,ESCONNETS (65130)
ESCOTS,65130,ESCOTS (65130)
ESCOUBES POUTS,65100,ESCOUBES POUTS (65100)
ESPARROS,65130,ESPARROS (65130)
ESPECHE,65130,ESPECHE (65130)
ESPIEILH,65130,ESPIEILH (65130)
ESQUIEZE SERE,65120,ESQUIEZE SERE (65120)
ESTAING,65400,ESTAING (65400)
ESTAMPURES,65220,ESTAMPURES (65220)
ESTARVIELLE,65240,ESTARVIELLE (65240)
ESTENSAN,65170,ESTENSAN (65170)
ESTERRE,65120,ESTERRE (65120)
ESTIRAC,65700,ESTIRAC (65700)
FERRERE,65370,FERRERE (65370)
FERRIERES,65560,FERRIERES (65560)
FONTRAILLES,65220,FONTRAILLES (65220)
FRECHEDE,65220,FRECHEDE (65220)
FRECHENDETS,65130,FRECHENDETS (65130)
FRECHET AURE,65240,FRECHET AURE (65240)
FRECHOU FRECHET,65190,FRECHOU FRECHET (65190)
GAILLAGOS,65400,GAILLAGOS (65400)
GALAN,65330,GALAN (65330)
GALEZ,65330,GALEZ (65330)
GARDERES,65320,GARDERES (65320)
GAUDENT,65370,GAUDENT (65370)
GAUSSAN,65670,GAUSSAN (65670)
GAYAN,65320,GAYAN (65320)
GAZAVE,65250,GAZAVE (65250)
GAZOST,65100,GAZOST (65100)
GAVARNIE GEDRE,65120,GAVARNIE GEDRE (65120)
GEMBRIE,65370,GEMBRIE (65370)
GENEREST,65150,GENEREST (65150)
GENOS,65240,GENOS (65240)
GENSAC,65140,GENSAC (65140)
GER,65100,GER (65100)
GERDE,65200,GERDE (65200)
GERM,65240,GERM (65240)
GERMS SUR L OUSSOUET,65200,GERMS SUR L OUSSOUET (65200)
GEU,65100,GEU (65100)
GEZ,65400,GEZ (65400)
GEZ EZ ANGLES,65100,GEZ EZ ANGLES (65100)
GONEZ,65350,GONEZ (65350)
GOUAUX,65240,GOUAUX (65240)
GOUDON,65190,GOUDON (65190)
GOURGUE,65130,GOURGUE (65130)
GRAILHEN,65170,GRAILHEN (65170)
GREZIAN,65240,GREZIAN (65240)
GRUST,65120,GRUST (65120)
GUCHAN,65170,GUCHAN (65170)
GUCHEN,65240,GUCHEN (65240)
GUIZERIX,65230,GUIZERIX (65230)
HACHAN,65230,HACHAN (65230)
HAGEDET,65700,HAGEDET (65700)
HAUBAN,65200,HAUBAN (65200)
HAUTAGET,65150,HAUTAGET (65150)
HECHES,65250,HECHES (65250)
HERES,65700,HERES (65700)
HIBARETTE,65380,HIBARETTE (65380)
HIIS,65200,HIIS (65200)
HITTE,65190,HITTE (65190)
HORGUES,65310,HORGUES (65310)
HOUEYDETS,65330,HOUEYDETS (65330)
HOURC,65350,HOURC (65350)
IBOS,65420,IBOS (65420)
ILHET,65410,ILHET (65410)
ILHEU,65370,ILHEU (65370)
IZAOURT,65370,IZAOURT (65370)
IZAUX,65250,IZAUX (65250)
JACQUE,65350,JACQUE (65350)
JARRET,65100,JARRET (65100)
JEZEAU,65240,JEZEAU (65240)
JUILLAN,65290,JUILLAN (65290)
JULOS,65100,JULOS (65100)
JUNCALAS,65100,JUNCALAS (65100)
LABASSERE,65200,LABASSERE (65200)
LABASTIDE,65130,LABASTIDE (65130)
LABATUT RIVIERE,65700,LABATUT RIVIERE (65700)
LABORDE,65130,LABORDE (65130)
LACASSAGNE,65140,LACASSAGNE (65140)
LAFITOLE,65700,LAFITOLE (65700)
LAGARDE,65320,LAGARDE (65320)
LAGRANGE,65300,LAGRANGE (65300)
ARRAYOU LAHITTE,65100,ARRAYOU LAHITTE (65100)
LAHITTE TOUPIERE,65700,LAHITTE TOUPIERE (65700)
LALANNE,65230,LALANNE (65230)
LALANNE TRIE,65220,LALANNE TRIE (65220)
LALOUBERE,65310,LALOUBERE (65310)
LAMARQUE PONTACQ,65380,LAMARQUE PONTACQ (65380)
LAMARQUE RUSTAING,65220,LAMARQUE RUSTAING (65220)
LAMEAC,65140,LAMEAC (65140)
LANCON,65240,LANCON (65240)
LANESPEDE,65190,LANESPEDE (65190)
LANNE,65380,LANNE (65380)
LANNEMEZAN,65300,LANNEMEZAN (65300)
LANSAC,65350,LANSAC (65350)
LAPEYRE,65220,LAPEYRE (65220)
LARAN,65670,LARAN (65670)
LARREULE,65700,LARREULE (65700)
LARROQUE,65230,LARROQUE (65230)
LASCAZERES,65700,LASCAZERES (65700)
LASLADES,65350,LASLADES (65350)
LASSALES,65670,LASSALES (65670)
LAU BALAGNAS,65400,LAU BALAGNAS (65400)
LAYRISSE,65380,LAYRISSE (65380)
LESCURRY,65140,LESCURRY (65140)
LESPOUEY,65190,LESPOUEY (65190)
LEZIGNAN,65100,LEZIGNAN (65100)
LHEZ,65190,LHEZ (65190)
LIAC,65140,LIAC (65140)
LIBAROS,65330,LIBAROS (65330)
LIES,65200,LIES (65200)
LIZOS,65350,LIZOS (65350)
LOMBRES,65150,LOMBRES (65150)
LOMNE,65130,LOMNE (65130)
LORTET,65250,LORTET (65250)
LOUBAJAC,65100,LOUBAJAC (65100)
LOUCRUP,65200,LOUCRUP (65200)
LOUDENVIELLE,65240,LOUDENVIELLE (65240)
LOUDENVIELLE,65510,LOUDENVIELLE (65510)
LOUDERVIELLE,65240,LOUDERVIELLE (65240)
LOUEY,65290,LOUEY (65290)
LOUIT,65350,LOUIT (65350)
LOURDES,65100,LOURDES (65100)
LOURES BAROUSSE,65370,LOURES BAROUSSE (65370)
LUBRET ST LUC,65220,LUBRET ST LUC (65220)
LUBY BETMONT,65220,LUBY BETMONT (65220)
LUC,65190,LUC (65190)
LUGAGNAN,65100,LUGAGNAN (65100)
LUQUET,65320,LUQUET (65320)
LUSTAR,65220,LUSTAR (65220)
LUTILHOUS,65300,LUTILHOUS (65300)
LUZ ST SAUVEUR,65120,LUZ ST SAUVEUR (65120)
MADIRAN,65700,MADIRAN (65700)
MANSAN,65140,MANSAN (65140)
MARQUERIE,65350,MARQUERIE (65350)
MARSAC,65500,MARSAC (65500)
MARSAS,65200,MARSAS (65200)
MARSEILLAN,65350,MARSEILLAN (65350)
MASCARAS,65190,MASCARAS (65190)
MAUBOURGUET,65700,MAUBOURGUET (65700)
MAULEON BAROUSSE,65370,MAULEON BAROUSSE (65370)
MAUVEZIN,65130,MAUVEZIN (65130)
MAZERES DE NESTE,65150,MAZERES DE NESTE (65150)
MAZEROLLES,65220,MAZEROLLES (65220)
MAZOUAU,65250,MAZOUAU (65250)
MERILHEU,65200,MERILHEU (65200)
MINGOT,65140,MINGOT (65140)
MOMERES,65360,MOMERES (65360)
MONFAUCON,65140,MONFAUCON (65140)
MONLEON MAGNOAC,65670,MONLEON MAGNOAC (65670)
MONLONG,65670,MONLONG (65670)
MONT,65240,MONT (65240)
MONTASTRUC,65330,MONTASTRUC (65330)
MONTEGUT,65150,MONTEGUT (65150)
MONTGAILLARD,65200,MONTGAILLARD (65200)
MONTIGNAC,65690,MONTIGNAC (65690)
MONTOUSSE,65250,MONTOUSSE (65250)
MONTSERIE,65150,MONTSERIE (65150)
MOULEDOUS,65190,MOULEDOUS (65190)
MOUMOULOUS,65140,MOUMOULOUS (65140)
MUN,65350,MUN (65350)
NESTIER,65150,NESTIER (65150)
NEUILH,65200,NEUILH (65200)
NISTOS,65150,NISTOS (65150)
NOUILHAN,65500,NOUILHAN (65500)
ODOS,65310,ODOS (65310)
OLEAC DEBAT,65350,OLEAC DEBAT (65350)
OLEAC DESSUS,65190,OLEAC DESSUS (65190)
OMEX,65100,OMEX (65100)
ORDIZAN,65200,ORDIZAN (65200)
ORGAN,65230,ORGAN (65230)
ORIEUX,65190,ORIEUX (65190)
ORIGNAC,65200,ORIGNAC (65200)
ORINCLES,65380,ORINCLES (65380)
ORLEIX,65800,ORLEIX (65800)
OROIX,65320,OROIX (65320)
OSMETS,65350,OSMETS (65350)
OSSEN,65100,OSSEN (65100)
OSSUN,65380,OSSUN (65380)
OSSUN EZ ANGLES,65100,OSSUN EZ ANGLES (65100)
OUEILLOUX,65190,OUEILLOUX (65190)
OURDE,65370,OURDE (65370)
OURDIS COTDOUSSAN,65100,OURDIS COTDOUSSAN (65100)
OURDON,65100,OURDON (65100)
OURSBELILLE,65490,OURSBELILLE (65490)
OUSTE,65100,OUSTE (65100)
OUZOUS,65400,OUZOUS (65400)
OZON,65190,OZON (65190)
PAILHAC,65240,PAILHAC (65240)
PAREAC,65100,PAREAC (65100)
PERE,65130,PERE (65130)
PEYRAUBE,65190,PEYRAUBE (65190)
PEYRET ST ANDRE,65230,PEYRET ST ANDRE (65230)
PEYRIGUERE,65350,PEYRIGUERE (65350)
PEYROUSE,65270,PEYROUSE (65270)
PEYRUN,65140,PEYRUN (65140)
PIERREFITTE NESTALAS,65260,PIERREFITTE NESTALAS (65260)
PINAS,65300,PINAS (65300)
PINTAC,65320,PINTAC (65320)
POUEYFERRE,65100,POUEYFERRE (65100)
POUMAROUS,65190,POUMAROUS (65190)
POUY,65230,POUY (65230)
POUYASTRUC,65350,POUYASTRUC (65350)
POUZAC,65200,POUZAC (65200)
PRECHAC,65400,PRECHAC (65400)
PUJO,65500,PUJO (65500)
PUNTOUS,65230,PUNTOUS (65230)
PUYDARRIEUX,65220,PUYDARRIEUX (65220)
RABASTENS DE BIGORRE,65140,RABASTENS DE BIGORRE (65140)
RECURT,65330,RECURT (65330)
REJAUMONT,65300,REJAUMONT (65300)
RICAUD,65190,RICAUD (65190)
RIS,65590,RIS (65590)
SABALOS,65350,SABALOS (65350)
SABARROS,65330,SABARROS (65330)
SACOUE,65370,SACOUE (65370)
SADOURNIN,65220,SADOURNIN (65220)
SAILHAN,65170,SAILHAN (65170)
ST ARROMAN,65250,ST ARROMAN (65250)
ST CREAC,65100,ST CREAC (65100)
ST LANNE,65700,ST LANNE (65700)
ST LARY SOULAN,65170,ST LARY SOULAN (65170)
ST LAURENT DE NESTE,65150,ST LAURENT DE NESTE (65150)
ST LEZER,65500,ST LEZER (65500)
STE MARIE,65370,STE MARIE (65370)
ST MARTIN,65360,ST MARTIN (65360)
ST PASTOUS,65400,ST PASTOUS (65400)
ST PAUL,65150,ST PAUL (65150)
ST PE DE BIGORRE,65270,ST PE DE BIGORRE (65270)
ST SAVIN,65400,ST SAVIN (65400)
ST SEVER DE RUSTAN,65140,ST SEVER DE RUSTAN (65140)
SALECHAN,65370,SALECHAN (65370)
SALIGOS,65120,SALIGOS (65120)
SALLES,65400,SALLES (65400)
SALLES ADOUR,65360,SALLES ADOUR (65360)
SAMURAN,65370,SAMURAN (65370)
SANOUS,65500,SANOUS (65500)
SARIAC MAGNOAC,65230,SARIAC MAGNOAC (65230)
SARLABOUS,65130,SARLABOUS (65130)
SARNIGUET,65390,SARNIGUET (65390)
SARP,65370,SARP (65370)
SARRANCOLIN,65410,SARRANCOLIN (65410)
SARRIAC BIGORRE,65140,SARRIAC BIGORRE (65140)
SARROUILLES,65600,SARROUILLES (65600)
SASSIS,65120,SASSIS (65120)
SAUVETERRE,65700,SAUVETERRE (65700)
SAZOS,65120,SAZOS (65120)
SEGALAS,65140,SEGALAS (65140)
SEGUS,65100,SEGUS (65100)
SEICH,65150,SEICH (65150)
SEMEAC,65600,SEMEAC (65600)
SENAC,65140,SENAC (65140)
SENTOUS,65330,SENTOUS (65330)
SERE EN LAVEDAN,65400,SERE EN LAVEDAN (65400)
SERE LANSO,65100,SERE LANSO (65100)
SERON,65320,SERON (65320)
SERE RUSTAING,65220,SERE RUSTAING (65220)
SERS,65120,SERS (65120)
SIARROUY,65500,SIARROUY (65500)
SINZOS,65190,SINZOS (65190)
SIRADAN,65370,SIRADAN (65370)
SIREIX,65400,SIREIX (65400)
SOMBRUN,65700,SOMBRUN (65700)
SOREAC,65350,SOREAC (65350)
SOST,65370,SOST (65370)
SOUBLECAUSE,65700,SOUBLECAUSE (65700)
SOUES,65430,SOUES (65430)
SOULOM,65260,SOULOM (65260)
SOUYEAUX,65350,SOUYEAUX (65350)
TAJAN,65300,TAJAN (65300)
TALAZAC,65500,TALAZAC (65500)
TARASTEIX,65320,TARASTEIX (65320)
TARBES,65000,TARBES (65000)
THEBE,65370,THEBE (65370)
THERMES MAGNOAC,65230,THERMES MAGNOAC (65230)
THUY,65350,THUY (65350)
TIBIRAN JAUNAC,65150,TIBIRAN JAUNAC (65150)
TILHOUSE,65130,TILHOUSE (65130)
TOSTAT,65140,TOSTAT (65140)
TOURNAY,65190,TOURNAY (65190)
TOURNOUS DARRE,65220,TOURNOUS DARRE (65220)
TOURNOUS DEVANT,65330,TOURNOUS DEVANT (65330)
TRAMEZAIGUES,65170,TRAMEZAIGUES (65170)
TREBONS,65200,TREBONS (65200)
TRIE SUR BAISE,65220,TRIE SUR BAISE (65220)
TROUBAT,65370,TROUBAT (65370)
TROULEY LABARTHE,65140,TROULEY LABARTHE (65140)
TUZAGUET,65150,TUZAGUET (65150)
UGLAS,65300,UGLAS (65300)
UGNOUAS,65140,UGNOUAS (65140)
UZ,65400,UZ (65400)
UZER,65200,UZER (65200)
VIC EN BIGORRE,65500,VIC EN BIGORRE (65500)
VIDOU,65220,VIDOU (65220)
VIDOUZE,65700,VIDOUZE (65700)
VIELLA,65120,VIELLA (65120)
VIELLE ADOUR,65360,VIELLE ADOUR (65360)
VIELLE AURE,65170,VIELLE AURE (65170)
VIELLE LOURON,65240,VIELLE LOURON (65240)
VIER BORDES,65400,VIER BORDES (65400)
VIEUZOS,65230,VIEUZOS (65230)
VIEY,65120,VIEY (65120)
VIGER,65100,VIGER (65100)
VIGNEC,65170,VIGNEC (65170)
VILLEFRANQUE,65700,VILLEFRANQUE (65700)
VILLELONGUE,65260,VILLELONGUE (65260)
VILLEMBITS,65220,VILLEMBITS (65220)
VILLEMUR,65230,VILLEMUR (65230)
VILLENAVE PRES BEARN,65500,VILLENAVE PRES BEARN (65500)
VILLENAVE PRES MARSAC,65500,VILLENAVE PRES MARSAC (65500)
VISCOS,65120,VISCOS (65120)
VISKER,65200,VISKER (65200)
BAREGES,65120,BAREGES (65120)
CANTAOUS,65150,CANTAOUS (65150)
L ALBERE,66480,L ALBERE (66480)
ALENYA,66200,ALENYA (66200)
AMELIE LES BAINS PALALDA,66110,AMELIE LES BAINS PALALDA (66110)
LES ANGLES,66210,LES ANGLES (66210)
ANGOUSTRINE VILLENEUVE DES ESCALDES,66760,ANGOUSTRINE VILLENEUVE DES ESCALDES (66760)
ANSIGNAN,66220,ANSIGNAN (66220)
ARBOUSSOLS,66320,ARBOUSSOLS (66320)
ARGELES SUR MER,66700,ARGELES SUR MER (66700)
ARLES SUR TECH,66150,ARLES SUR TECH (66150)
AYGUATEBIA TALAU,66360,AYGUATEBIA TALAU (66360)
BAGES,66670,BAGES (66670)
BAHO,66540,BAHO (66540)
BAILLESTAVY,66320,BAILLESTAVY (66320)
BAIXAS,66390,BAIXAS (66390)
BANYULS DELS ASPRES,66300,BANYULS DELS ASPRES (66300)
BANYULS SUR MER,66650,BANYULS SUR MER (66650)
LE BARCARES,66420,LE BARCARES (66420)
LA BASTIDE,66110,LA BASTIDE (66110)
BELESTA,66720,BELESTA (66720)
BOLQUERE,66210,BOLQUERE (66210)
BOMPAS,66430,BOMPAS (66430)
BOULE D AMONT,66130,BOULE D AMONT (66130)
BOULETERNERE,66130,BOULETERNERE (66130)
LE BOULOU,66160,LE BOULOU (66160)
BOURG MADAME,66760,BOURG MADAME (66760)
BROUILLA,66620,BROUILLA (66620)
LA CABANASSE,66210,LA CABANASSE (66210)
CABESTANY,66330,CABESTANY (66330)
CAIXAS,66300,CAIXAS (66300)
CALCE,66600,CALCE (66600)
CALMEILLES,66400,CALMEILLES (66400)
CAMELAS,66300,CAMELAS (66300)
CAMPOME,66500,CAMPOME (66500)
CAMPOUSSY,66730,CAMPOUSSY (66730)
CANAVEILLES,66360,CANAVEILLES (66360)
CANET EN ROUSSILLON,66140,CANET EN ROUSSILLON (66140)
CANOHES,66680,CANOHES (66680)
CARAMANY,66720,CARAMANY (66720)
CASEFABRE,66130,CASEFABRE (66130)
CASES DE PENE,66600,CASES DE PENE (66600)
CASSAGNES,66720,CASSAGNES (66720)
CASTEIL,66820,CASTEIL (66820)
CASTELNOU,66300,CASTELNOU (66300)
CATLLAR,66500,CATLLAR (66500)
CAUDIES DE FENOUILLEDES,66220,CAUDIES DE FENOUILLEDES (66220)
CAUDIES DE CONFLENT,66360,CAUDIES DE CONFLENT (66360)
CERBERE,66290,CERBERE (66290)
CERET,66400,CERET (66400)
CLAIRA,66530,CLAIRA (66530)
CLARA VILLERACH,66500,CLARA VILLERACH (66500)
CODALET,66500,CODALET (66500)
COLLIOURE,66190,COLLIOURE (66190)
CONAT,66500,CONAT (66500)
CORBERE,66130,CORBERE (66130)
CORBERE LES CABANES,66130,CORBERE LES CABANES (66130)
CORNEILLA DE CONFLENT,66820,CORNEILLA DE CONFLENT (66820)
CORNEILLA LA RIVIERE,66550,CORNEILLA LA RIVIERE (66550)
CORNEILLA DEL VERCOL,66200,CORNEILLA DEL VERCOL (66200)
CORSAVY,66150,CORSAVY (66150)
COUSTOUGES,66260,COUSTOUGES (66260)
DORRES,66760,DORRES (66760)
LES CLUSES,66480,LES CLUSES (66480)
EGAT,66120,EGAT (66120)
ELNE,66200,ELNE (66200)
ENVEITG,66760,ENVEITG (66760)
ERR,66800,ERR (66800)
ESCARO,66360,ESCARO (66360)
ESPIRA DE L AGLY,66600,ESPIRA DE L AGLY (66600)
ESPIRA DE CONFLENT,66320,ESPIRA DE CONFLENT (66320)
ESTAGEL,66310,ESTAGEL (66310)
ESTAVAR,66800,ESTAVAR (66800)
ESTOHER,66320,ESTOHER (66320)
EUS,66500,EUS (66500)
EYNE,66800,EYNE (66800)
FEILLUNS,66730,FEILLUNS (66730)
FENOUILLET,66220,FENOUILLET (66220)
FILLOLS,66820,FILLOLS (66820)
FINESTRET,66320,FINESTRET (66320)
FONTPEDROUSE,66360,FONTPEDROUSE (66360)
FONTRABIOUSE,66210,FONTRABIOUSE (66210)
FORMIGUERES,66210,FORMIGUERES (66210)
FOSSE,66220,FOSSE (66220)
FOURQUES,66300,FOURQUES (66300)
FUILLA,66820,FUILLA (66820)
GLORIANES,66320,GLORIANES (66320)
ILLE SUR TET,66130,ILLE SUR TET (66130)
JOCH,66320,JOCH (66320)
JUJOLS,66360,JUJOLS (66360)
LAMANERE,66230,LAMANERE (66230)
LANSAC,66720,LANSAC (66720)
LAROQUE DES ALBERES,66740,LAROQUE DES ALBERES (66740)
LATOUR BAS ELNE,66200,LATOUR BAS ELNE (66200)
LATOUR DE CAROL,66760,LATOUR DE CAROL (66760)
LATOUR DE FRANCE,66720,LATOUR DE FRANCE (66720)
LESQUERDE,66220,LESQUERDE (66220)
LA LLAGONNE,66210,LA LLAGONNE (66210)
LLAURO,66300,LLAURO (66300)
LLO,66800,LLO (66800)
LLUPIA,66300,LLUPIA (66300)
MANTET,66360,MANTET (66360)
MARQUIXANES,66320,MARQUIXANES (66320)
LOS MASOS,66500,LOS MASOS (66500)
MATEMALE,66210,MATEMALE (66210)
MAUREILLAS LAS ILLAS,66480,MAUREILLAS LAS ILLAS (66480)
MAURY,66460,MAURY (66460)
MILLAS,66170,MILLAS (66170)
MOLITG LES BAINS,66500,MOLITG LES BAINS (66500)
MONTALBA LE CHATEAU,66130,MONTALBA LE CHATEAU (66130)
MONTAURIOL,66300,MONTAURIOL (66300)
MONTBOLO,66110,MONTBOLO (66110)
MONTESCOT,66200,MONTESCOT (66200)
MONTESQUIEU DES ALBERES,66740,MONTESQUIEU DES ALBERES (66740)
MONTFERRER,66150,MONTFERRER (66150)
MONT LOUIS,66210,MONT LOUIS (66210)
MONTNER,66720,MONTNER (66720)
MOSSET,66500,MOSSET (66500)
NAHUJA,66340,NAHUJA (66340)
NEFIACH,66170,NEFIACH (66170)
NOHEDES,66500,NOHEDES (66500)
NYER,66360,NYER (66360)
FONT ROMEU ODEILLO VIA,66120,FONT ROMEU ODEILLO VIA (66120)
OLETTE,66360,OLETTE (66360)
OMS,66400,OMS (66400)
OPOUL PERILLOS,66600,OPOUL PERILLOS (66600)
OREILLA,66360,OREILLA (66360)
ORTAFFA,66560,ORTAFFA (66560)
OSSEJA,66340,OSSEJA (66340)
PALAU DE CERDAGNE,66340,PALAU DE CERDAGNE (66340)
PALAU DEL VIDRE,66690,PALAU DEL VIDRE (66690)
PASSA,66300,PASSA (66300)
PERPIGNAN,66000,PERPIGNAN (66000)
PERPIGNAN,66100,PERPIGNAN (66100)
LE PERTHUS,66480,LE PERTHUS (66480)
PEYRESTORTES,66600,PEYRESTORTES (66600)
PEZILLA DE CONFLENT,66730,PEZILLA DE CONFLENT (66730)
PEZILLA LA RIVIERE,66370,PEZILLA LA RIVIERE (66370)
PIA,66380,PIA (66380)
PLANES,66210,PLANES (66210)
PLANEZES,66720,PLANEZES (66720)
POLLESTRES,66450,POLLESTRES (66450)
PONTEILLA,66300,PONTEILLA (66300)
PORTA,66760,PORTA (66760)
PORTE PUYMORENS,66760,PORTE PUYMORENS (66760)
PORT VENDRES,66660,PORT VENDRES (66660)
PRADES,66500,PRADES (66500)
PRATS DE MOLLO LA PRESTE,66230,PRATS DE MOLLO LA PRESTE (66230)
PRATS DE SOURNIA,66730,PRATS DE SOURNIA (66730)
PRUGNANES,66220,PRUGNANES (66220)
PRUNET ET BELPUIG,66130,PRUNET ET BELPUIG (66130)
PUYVALADOR,66210,PUYVALADOR (66210)
PY,66360,PY (66360)
RABOUILLET,66730,RABOUILLET (66730)
RAILLEU,66360,RAILLEU (66360)
RASIGUERES,66720,RASIGUERES (66720)
REAL,66210,REAL (66210)
REYNES,66400,REYNES (66400)
RIA SIRACH,66500,RIA SIRACH (66500)
RIGARDA,66320,RIGARDA (66320)
RIVESALTES,66600,RIVESALTES (66600)
RODES,66320,RODES (66320)
SAHORRE,66360,SAHORRE (66360)
SAILLAGOUSE,66800,SAILLAGOUSE (66800)
ST ANDRE,66690,ST ANDRE (66690)
ST ARNAC,66220,ST ARNAC (66220)
STE COLOMBE DE LA COMMANDERIE,66300,STE COLOMBE DE LA COMMANDERIE (66300)
ST CYPRIEN,66750,ST CYPRIEN (66750)
ST ESTEVE,66240,ST ESTEVE (66240)
ST FELIU D AMONT,66170,ST FELIU D AMONT (66170)
ST FELIU D AVALL,66170,ST FELIU D AVALL (66170)
ST GENIS DES FONTAINES,66740,ST GENIS DES FONTAINES (66740)
ST HIPPOLYTE,66510,ST HIPPOLYTE (66510)
ST JEAN LASSEILLE,66300,ST JEAN LASSEILLE (66300)
